4388576018410707	47470000085883610701
4563960122001999	40019990000563960122
4563960122001999	4019990000005639601220
4563960122001999	401999000693651220
4563960122001999	419900000906936522001
4563960122001999	419990000000056396012200
4563960122001999	420019990056396012
4563960122001999	4220019995639601
4563960122001999	430219009026659109
4563960122001999	46090000929365001912
4563960122001999	490000000000000056396012200199
4563960122001999	4921999013656200
4563960122001999	4990000000000005639601220019

